REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;LINHARES;A614;-19,356923;-40,068688;37,82;27/10/06
