REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;ALEGRE;A617;-20,75055555;-41,48888888;138;25/10/06
