REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;ALFREDO CHAVES;A615;-20,636526;-40,741818;14,19;03/11/06
