REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;SANTA TERESA;A613;-19,988388;-40,579572;975,92;09/08/07
