REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;VILA VELHA;A634;-20,467069;-40,404051;25;15/02/17
