REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;PRES. KENNEDY;A622;-21,100805;-41,039395;69,12;18/06/08
