REGI?O;UF;ESTAC?O;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDAC?O
SE;ES;SAO MATEUS;A616;-18,676198;-39,864051;28,66;25/10/06
