REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;VILA VELHA;A634;-20,46694443;-40,40388888;25;15/02/17
