REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;SAO MATEUS;A616;-18,676198;-39,864051;28,66;25/10/06
