REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;AFONSO CLAUDIO;A657;-20,10416666;-41,10694444;507,48;24/09/11
