REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;ALFREDO CHAVES;A615;-20,636526;-40,741818;14,19;03/11/06
