REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;PRESIDENTE KENNEDY;A622;-21,10083333;-41,03944444;69,12;18/06/08
