REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;ALFREDO CHAVES;A615;-20,63638888;-40,74194444;14,19;03/11/06
