REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;SANTA TERESA;A613;-19,98833333;-40,57944443;975,92;09/08/07
