REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;ALEGRE;A617;-20,75055555;-41,48888888;138;25/10/06
