REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;VENDA NOVA DO IMIGRANTE;A633;-20,38555555;-41,18999999;722;10/02/17
