REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;MARILANDIA;A632;-19,40722222;-40,53972221;95;22/03/17
