REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;SAO MATEUS;A616;-18,6761111;-39,86416666;28,66;25/10/06
