REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
SE;ES;ECOPORANGA;A631;-18,29138888;-40,73638888;224;17/03/17
